data,ML method,sensitive attrs,bias mitigation,other,index,accuracy,precision,recall,f1score,mean_pred,sex|unprivileged mean_pred,sex|privileged mean_pred,sex|unprivileged acc,sex|privileged acc,sex|[AOD] Average Odds Difference,sex|[EOD] Equal Opportunity Difference,sex|[SPD] Statistical Parity Difference,sex|[ERD] Error Rate Difference,sex|[A_AOD] Absolute Average Odds Difference,sex|[A_EOD] Absolute Equal Opportunity Difference,sex|[A_SPD] Absolute Statistical Parity Difference,sex|[DI] Disparate Impact,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,sex|[FR] Flip Rate,sex|[SF] Statistical Parity Subgroup Fairness for One Attribute,sex|[DF] Differential Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,[DF] Differential Fairness,[DF] Differential Fairness if 0 was the positive label,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,id,TPR,FPR,FNR,TNR,MCC
Compas Dataset,,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}""}",4031.0,0.9881893591750531,0.9859308761053753,1.0080185753145716,0.9955615325984422,1.023744215322429,0.8956937696327061,1.0643054408403,0.9859846262937307,0.9890871605139184,0.23912515809213516,-0.23462072652687044,0.30199318586830315,2.0436046154416445,0.38675421933331244,0.7239935590199329,0.3665962587747612,0.8436236305048088,0.40093446730693216,1.2091647511107004,0.3665962587747608,0.37567772392397747,0.3665962587747608,0.36659625877475993,0.37567772392397747,0.34145615485116276,0.7239935590199329,0.38675421933331317,4.5462229956650163e+18,1.0080185753145716,1.0578373952055207,0.9815784883564329,0.9554507193000211,0.9459778407444845
Compas Dataset,,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}""}",4033.0,0.9881835372636901,0.985530696191185,1.0088753758134712,0.9956217685739774,1.0250596421740628,0.9096370092988374,1.0613752930507723,0.9908196843293188,0.9878189218740384,0.23344805729772444,0.13531982137791013,0.3722017846252903,1.7075650021708315,0.4138617075588649,0.578445959385635,0.41653075176759313,0.8589045406650667,0.44992783865217817,0.9721924067299118,0.4165307517675925,0.42349735958555085,0.4165307517675925,0.4165307517675919,0.42349735958555085,0.39388198342638187,0.578445959385635,0.41386170755886525,4.5462229956650163e+18,1.0088753758134712,1.0602078888336341,0.974737210105546,0.9531938383885626,0.9455207407404327
Compas Dataset,,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}""}",4034.0,0.9870958002397264,0.9872367055126049,1.000334338816614,0.9924304012225069,1.0146543281996339,0.8954692545497446,1.0523364455959963,0.9873306198777871,0.9873868144462217,0.2335419186213731,-0.02977403654607009,0.34884907652495845,2.580471607681366,0.3918381612813809,0.635333558864615,0.3847939434260966,0.8527802978321776,0.42204432612257975,1.0645077624273478,0.38479394342609585,0.3958839855578711,0.38479394342609585,0.38479394342609563,0.3958839855578711,0.35604084055947427,0.635333558864615,0.3918381612813811,4.5462229956650163e+18,1.000334338816614,1.0453378195499186,0.9997920416888596,0.9642021096495907,0.9435192692747028
Compas Dataset,,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}""}",4024.0,0.9865441930635614,0.9863877252830101,1.000536847727845,0.9921460058655127,1.0157104429635775,0.881068981493101,1.0582137247649572,0.9829747684394532,0.9877087717936857,0.08067912677090058,-0.19665832294881774,0.2707878672649555,2.6913639581341373,0.32252372063684037,0.639971837376179,0.32760078847307567,0.8345190659078247,0.3623373131967878,1.3462524955383581,0.3276007884730749,0.3374346784198666,0.3276007884730749,0.32760078847307444,0.3374346784198666,0.30138168744867677,0.639971837376179,0.3225237206368405,4.5462229956650163e+18,1.000536847727845,1.0487468190780511,1.0005363527588989,0.9623361348888205,0.9391292720598854
Compas Dataset,,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}""}",4028.0,0.9851893047849728,0.984545606205896,1.002278059107876,0.9920387136637466,1.0193614892473368,0.8797779389679021,1.0632476152499075,0.9820474762845476,0.9863191615671268,0.06947596337823977,-0.16304861084490593,0.23760649145488352,1.8638687083159005,0.33655760325130457,0.5604871292150952,0.3083822937562581,0.8292123265405003,0.34290400084979283,1.309706547633039,0.3083822937562575,0.3176674993526573,0.3083822937562575,0.30838229375625714,0.3176674993526573,0.2826271718752643,0.5604871292150952,0.33655760325130474,4.5462229956650163e+18,1.002278059107876,1.0561223328198834,0.9968541751752198,0.9569320697449589,0.9324452523561748
Compas Dataset,,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}""}",4032.0,0.9895885546840809,0.9876608827425498,1.007654923665262,0.9961767858878009,1.0216960382983242,0.883162456010923,1.065355389423318,0.9901141286053984,0.9897339661207561,0.015755585561773377,-0.2605649245115938,0.2550463981517411,2.4362097204976254,0.3588795595840134,0.7086648138759196,0.3257020943516406,0.8309332204237857,0.35772513001746725,1.366274776955033,0.32570209435164005,0.333059268074768,0.32570209435164005,0.32570209435163927,0.333059268074768,0.30388388489633195,0.7086648138759196,0.3588795595840136,4.5462229956650163e+18,1.007654923665262,1.0523175043236261,0.9826948781175169,0.9589968293717973,0.9549423114455243
Compas Dataset,,['sex'],FairBalance Bias Mitigation,{},4037.0,0.9812023790890143,1.003322140957337,0.9349010626258673,0.9690594220300469,0.9334102328258638,0.8633273512008688,0.956185864152194,0.968755472112374,0.984324069503529,0.5252158300628629,0.38496746048729524,0.6101717601487555,3.975774361499194,0.6845770292699854,0.7768322725148724,0.6417210313359337,0.9025186294826888,0.7021323870936642,1.731340239957622,0.6417210313359335,0.6867049220903859,0.6417210313359335,0.641721031335933,0.6867049220903859,0.5609142721160744,0.7768322725148724,0.6845770292699859,4.5462229956650163e+18,0.9349010626258673,0.9326751458195521,1.2346037762589281,1.0651086485705452,0.9298479255386793
Compas Dataset,,['sex'],FairMask Bias Mitigation,{},4038.0,0.997463080589157,0.998779352463307,0.9973280827320135,0.9975612587250251,0.9996540398975415,0.9398145216136975,1.018752331064348,0.9947368624007118,0.9982119832023952,0.6263181541670126,0.5866128539057704,0.6713446792978167,0.35024343297334787,0.6705087745929514,0.743535029119042,0.6838441711972645,0.9239294123254902,0.7216552996601364,0.0,0.6838441711972638,0.6991025506002124,0.6838441711972638,0.6838441711972636,0.6991025506002124,0.6432158082459766,0.743535029119042,0.6705087745929517,4.5462229956650163e+18,0.9973280827320135,1.0058061679276564,1.02097935147265,1.0012129034586525,0.9879937752314557
Compas Dataset,,['sex'],LFR,{'c': 'LFR'},4035.0,1.0053732130984376,1.0126292741191047,0.9795105590333668,0.9967285174497598,0.9713012855670087,0.8537332634979022,1.0085360810638389,0.9933285255177094,1.0084849367334934,0.1502584878374403,-0.29177396792124216,0.3297931797305894,1.4576753123410073,0.3808121465830484,0.8275807399619931,0.39016185506244727,0.8497433331745016,0.4419758705973376,1.6800405809041266,0.3901618550624466,0.4168183007566608,0.3901618550624466,0.3901618550624461,0.4168183007566608,0.3348212011641305,0.8275807399619931,0.38081214658304846,4.5462229956650163e+18,0.9795105590333668,0.9625278484897932,1.208178656331554,1.099646383705371,1.0270746198770393
Compas Dataset,,['sex'],No Bias Mitigation,{},4039.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.5462229956650163e+18,1.0,1.0,1.0,1.0,1.0
Compas Dataset,,['sex'],Reweighing Bias Mitigation,{},4036.0,0.9883406853912955,0.9895808989181115,0.9936375545164505,0.9913369639255881,1.0050171704194135,0.9171697670639917,1.0331926651225052,0.9843482630208867,0.9894520995859944,0.4626921468268945,0.24141914453341876,0.5532491511356249,2.4285919318016354,0.5833912247155603,0.7184049197946775,0.5767710876199712,0.8904540647239476,0.6079294172058692,1.667293263733492,0.5767710876199709,0.5874537088776056,0.5767710876199709,0.5767710876199702,0.5874537088776056,0.5413159031317104,0.7184049197946775,0.5833912247155605,4.5462229956650163e+18,0.9936375545164505,1.0331541845323313,1.0292061805523476,0.981868854075913,0.954196135935957
