time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,sex|[AOD] Average Odds Difference,sex|[EOD] Equal Opportunity Difference,sex|[SPD] Statistical Parity Difference,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,[SF] Statistical Parity Subgroup Fairness,[DF] Differential Fairness,VAR|accuracy,VAR|precision,VAR|recall,VAR|sex|[AOD] Average Odds Difference,VAR|sex|[EOD] Equal Opportunity Difference,VAR|sex|[SPD] Statistical Parity Difference,VAR|sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|[SF] Statistical Parity Subgroup Fairness,VAR|[DF] Differential Fairness,id,,,,,,,,
25:21.3,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.662030598,0.693548387,0.732360097,-0.059652443,-0.058568873,-0.012208763,0.020570929,0.001731272,0.020362205,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
20:43.6,1,Compas Dataset,FFVAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.668984701,0.698850575,0.739659367,-0.076590024,-0.038389982,-0.013886615,0.023397996,0.001969201,0.023128459,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
20:29.6,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.677329624,0.666666667,0.762666667,0.139471241,0.089573711,0.19168736,0.2549628,0.029565093,0.294321129,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
20:24.4,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.682892907,0.671328671,0.768,0.140142761,0.110850307,0.200704844,0.264390034,0.030955914,0.307055239,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
20:24.4,1,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.655076495,0.645308924,0.752,0.037098456,0.004429469,0.087766825,0.129290914,0.013536805,0.138447358,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
15:42.4,1,Compas Dataset,FFVAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.656467316,0.640969163,0.776,-0.004585872,0.000795033,0.058557203,0.086261686,0.009031629,0.090211057,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
15:25.5,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.678720445,0.665137615,0.773333333,0.052918743,0.032747785,0.116537487,0.166308706,0.017974277,0.181892096,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
15:25.4,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.66620306,0.683923706,0.669333333,-0.027353233,-0.04141743,0.036709559,0.067962292,0.005661936,0.070382006,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
15:25.3,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.671766342,0.665083135,0.746666667,0.118885095,0.068334974,0.169363132,0.234371203,0.026121893,0.267057826,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
15:25.2,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.673157163,0.661290323,0.765333333,0.225886579,0.142803059,0.264253643,0.323238832,0.040757427,0.390436848,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
15:25.1,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.677329624,0.669833729,0.752,-0.024064179,-0.038161581,0.043118369,0.069496665,0.006650405,0.072029618,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
10:46.3,1,Compas Dataset,FFVAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.660639777,0.651972158,0.749333333,0.014414862,0.022185205,0.080041137,0.120501492,0.012345225,0.128403411,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
10:31.8,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.699582754,0.722891566,0.748129676,0.047568875,0.055780731,0.080611768,0.126004802,0.014008794,0.134680398,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
10:27.0,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.699582754,0.712643678,0.773067332,0.186197218,0.16910299,0.212838665,0.276346977,0.036987316,0.323443251,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
10:26.9,1,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.678720445,0.68558952,0.783042394,0.052210813,0.035913621,0.075580489,0.108646953,0.013134453,0.115014694,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
05:41.8,1,Compas Dataset,FFVAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.694019471,0.699779249,0.790523691,-0.014564124,-0.027342193,0.012511409,0.019556669,0.002174245,0.019750431,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
05:26.7,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.702364395,0.711060948,0.78553616,0.00084122,-0.007375415,0.030432556,0.047569336,0.0052886,0.048737968,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
05:26.6,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.678720445,0.722513089,0.688279302,-0.059305828,-0.050996678,-0.028317638,0.055599266,0.004921068,0.05410863,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
05:26.5,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.695410292,0.706818182,0.775561097,0.086075977,0.085847176,0.115841849,0.165049006,0.020131112,0.180382245,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
05:26.4,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.694019471,0.695464363,0.802992519,0.239436633,0.195847176,0.258698992,0.306253953,0.04495697,0.365649312,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
05:26.3,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.678720445,0.692307692,0.763092269,-0.009613958,-0.01744186,0.016218081,0.025852585,0.002818394,0.026192637,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
00:45.6,1,Compas Dataset,FFVAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.68984701,0.702272727,0.770573566,-0.021673097,-0.040730897,0.003795721,0.00617284,0.000659624,0.00619197,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
00:31.6,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.66620306,0.671394799,0.737662338,0.037205939,-0.015063521,0.065307557,0.102043058,0.010782245,0.107633161,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
00:26.3,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.671766342,0.671264368,0.758441558,0.115674839,0.069147005,0.145307557,0.201816052,0.023990204,0.225416196,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
00:26.2,1,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.664812239,0.665898618,0.750649351,-0.020999646,-0.088203267,0.003854716,0.006353927,0.000636412,0.006374199,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
55:33.8,1,Compas Dataset,FFVAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.674547983,0.669662921,0.774025974,-0.026126525,-0.091288566,0.001370826,0.00221101,0.000226323,0.002213458,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
55:17.9,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.677329624,0.668874172,0.787012987,-0.008278647,-0.066606171,0.021007616,0.032486004,0.003468347,0.033025388,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
55:17.8,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.659248957,0.678571429,0.690909091,-0.05760778,-0.120689655,-0.031845343,0.061241044,0.00525765,0.059439019,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
55:17.7,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.66620306,0.664399093,0.761038961,0.059170624,-0.004174229,0.084217926,0.123849891,0.013904337,0.132217846,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
55:17.6,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.673157163,0.664473684,0.787012987,0.168139773,0.101088929,0.192642062,0.244883977,0.031805107,0.280883869,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
55:17.6,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.66759388,0.658695652,0.787012987,-0.056564089,-0.094555354,-0.024991213,0.040308408,0.004126037,0.039517215,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
50:27.8,1,Compas Dataset,FFVAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.671766342,0.66893424,0.766233766,0.023565939,-0.039019964,0.050521383,0.077328647,0.008341055,0.080482172,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
50:13.0,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.695410292,0.738609113,0.736842105,0.108804837,0.106185973,0.149050086,0.212928695,0.023371202,0.239436431,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
50:08.1,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.703755216,0.737819026,0.76076555,0.218304936,0.212568952,0.257920059,0.319546976,0.040442122,0.384996491,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
50:08.1,1,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.695410292,0.743276284,0.727272727,0.004664563,0.036183346,0.056427338,0.091858457,0.008847863,0.096355028,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
45:15.8,1,Compas Dataset,FFVAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.687065369,0.722863741,0.748803828,0.099212868,0.104478592,0.139156181,0.194818653,0.021819828,0.216687751,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
44:57.9,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.687065369,0.723897912,0.746411483,0.075267427,0.052666141,0.107130521,0.156232009,0.016798172,0.169877715,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
44:57.8,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.673157163,0.745308311,0.66507177,0.030084069,0.047806672,0.074253639,0.128339623,0.011643045,0.137355407,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
44:57.6,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.685674548,0.730769231,0.727272727,0.142512749,0.159705805,0.186257094,0.255646991,0.029205298,0.295239882,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
44:57.4,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.68984701,0.726218097,0.748803828,0.255602481,0.255450486,0.293399951,0.351076864,0.046005405,0.432441004,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
44:57.3,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.684283727,0.724705882,0.736842105,0.052838777,0.051287103,0.090883296,0.136813564,0.014250591,0.147124579,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
40:05.4,1,Compas Dataset,FFVAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.692628651,0.723356009,0.763157895,0.014123566,0.044785921,0.063249445,0.095214218,0.009917576,0.100057068,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
39:50.2,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.660639777,0.694376528,0.70471464,0.060210916,0.057210031,0.08619672,0.134872516,0.012995178,0.144878402,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
39:44.7,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.660639777,0.68973747,0.717121588,0.148513008,0.131773399,0.170609972,0.236365899,0.025721476,0.26966653,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
39:44.7,1,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.664812239,0.689252336,0.732009926,0.008391744,0.007687715,0.035322949,0.056601834,0.005325353,0.058266852,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
34:49.6,1,Compas Dataset,FFVAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.675938804,0.703349282,0.729528536,-0.034939302,-0.06437528,-0.012189176,0.021331058,0.001837663,0.021106735,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
34:34.7,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.687065369,0.710900474,0.744416873,-0.001405333,-0.053104941,0.017886012,0.029735495,0.002696528,0.030186559,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
34:34.6,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.663421419,0.713527851,0.667493797,-0.042583738,-0.091282281,-0.02525084,0.050124803,0.003806864,0.048909017,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
34:34.5,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.68984701,0.716346154,0.739454094,0.081455073,0.073481117,0.111152455,0.16610423,0.01675755,0.18164686,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
34:34.4,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.69123783,0.708045977,0.76426799,0.244892358,0.192528736,0.263234879,0.321194852,0.039685779,0.387421162,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
34:34.4,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.688456189,0.709601874,0.751861042,-0.038563289,-0.047469772,-0.009096975,0.015511508,0.001371477,0.015392434,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
29:44.9,1,Compas Dataset,FFVAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.688456189,0.713603819,0.741935484,0.026466721,-0.00485147,0.050681311,0.081212221,0.007640808,0.084700109,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
29:30.5,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.675938804,0.683544304,0.714285714,0.057021864,0.110580205,0.121644077,0.18747499,0.018125158,0.207608584,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
29:24.0,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.673157163,0.677419355,0.722222222,0.16671019,0.145874322,0.210715584,0.287538974,0.031396953,0.339030069,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
29:24.0,1,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.660639777,0.663414634,0.71957672,-0.112362172,-0.108733186,-0.062548684,0.120498199,0.009319852,0.113773407,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
24:24.3,1,Compas Dataset,FFVAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.66759388,0.662004662,0.751322751,-0.021171291,-0.028267416,0.026483876,0.042831948,0.003946139,0.0437763,0,0,0,0,0,0,0,0,0,7228600805531700000.00,,,,,,,,
