time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,f1score,mean_pred,race|unprivileged mean_pred,race|privileged mean_pred,race|unprivileged acc,race|privileged acc,race|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,race|[ERD] Error Rate Difference,race|[A_AOD] Absolute Average Odds Difference,race|[A_EOD] Absolute Equal Opportunity Difference,race|[A_SPD] Absolute Statistical Parity Difference,race|[DI] Disparate Impact,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,race|[FR] Flip Rate,race|[SF] Statistical Parity Subgroup Fairness for One Attribute,race|[DF] Differential Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,[DF] Differential Fairness,[DF] Differential Fairness if 0 was the positive label,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,VAR|accuracy,VAR|precision,VAR|recall,VAR|f1score,VAR|mean_pred,VAR|race|unprivileged mean_pred,VAR|race|privileged mean_pred,VAR|race|unprivileged acc,VAR|race|privileged acc,VAR|race|[AOD] Average Odds Difference,VAR|race|[EOD] Equal Opportunity Difference,VAR|race|[SPD] Statistical Parity Difference,VAR|race|[ERD] Error Rate Difference,VAR|race|[A_AOD] Absolute Average Odds Difference,VAR|race|[A_EOD] Absolute Equal Opportunity Difference,VAR|race|[A_SPD] Absolute Statistical Parity Difference,VAR|race|[DI] Disparate Impact,VAR|race|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|race|[FR] Flip Rate,VAR|race|[SF] Statistical Parity Subgroup Fairness for One Attribute,VAR|race|[DF] Differential Fairness for One Attribute,VAR|[SF] Statistical Parity Subgroup Fairness,VAR|[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,VAR|[DF] Differential Fairness,VAR|[DF] Differential Fairness if 0 was the positive label,VAR|[MEOD] M Equal Opportunity Difference,VAR|[MAOD] M Average Odds Difference,id
35:00.4,1,Compas Dataset,FYP VAE,DecisionTreeRegressor,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}""}",0.605006954,0.642384106,0.704600484,0.672055427,0.630041725,0.646934461,0.597560976,0.596194503,0.62195122,0.07187045,0.05460412,0.049373485,-0.025756716,0.07187045,0.05460412,0.049373485,1.082625016,0.076319146,0.361613352,0.011113024,0.079388663,0.011113024,0.011113024,0.079388663,0.13088989,0.05460412,0.07187045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9975E+18
34:59.9,1,Compas Dataset,FYP VAE,DecisionTreeRegressor,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.620305981,0.658371041,0.704600484,0.680701754,0.614742698,0.644820296,0.556910569,0.615221987,0.630081301,0.114994835,0.09560685,0.087909727,-0.014859313,0.114994835,0.09560685,0.087909727,1.157852502,0.136332134,0.376912378,0.019786792,0.146566998,0.019786792,0.019786792,0.146566998,0.221147755,0.09560685,0.114994835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9975E+18
34:59.4,1,Compas Dataset,LFR,DecisionTreeRegressor,,['race'],{'c': 'LFR'},0.621696801,0.660592255,0.702179177,0.680751174,0.610570236,0.596194503,0.638211382,0.642706131,0.581300813,-0.039660809,0.050682552,-0.042016879,0.061405318,0.039660809,0.050682552,0.042016879,0.934164636,0.07047512,0.349095967,0.009457193,0.068102587,0.009457193,0.009457193,0.068102587,0.109873206,0.050682552,0.039660809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9975E+18
34:31.7,1,Compas Dataset,Reweighing Bias Mitigation,DecisionTreeRegressor,,['race'],{},0.625869263,0.661434978,0.714285714,0.686845169,0.620305981,0.617336152,0.62601626,0.621564482,0.634146341,0.012906731,0.019036982,-0.008680108,-0.012581859,0.012906731,0.019036982,0.008680108,0.986134373,0.014060586,0.280945758,0.001953726,0.013962653,0.001953726,0.001953726,0.013962653,0.022944602,0.019036982,0.012906731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9975E+18
34:31.3,1,Compas Dataset,FairBalance Bias Mitigation,DecisionTreeRegressor,,['race'],{},0.624478442,0.665893271,0.694915254,0.680094787,0.599443672,0.591966173,0.613821138,0.617336152,0.638211382,0.002241544,-0.002084885,-0.021854965,-0.02087523,0.002241544,0.002084885,0.021854965,0.964395223,0.03691928,0.267037552,0.004919133,0.036254086,0.004919133,0.004919133,0.036254086,0.055049445,0.002084885,0.002241544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9975E+18
34:30.8,1,Compas Dataset,FairMask Bias Mitigation,DecisionTreeRegressor,DecisionTreeRegressor,['race'],{},0.613351878,0.647058824,0.719128329,0.681192661,0.638386648,0.632135307,0.650406504,0.623678647,0.593495935,-0.011494829,0.047381484,-0.018271198,0.030182712,0.011494829,0.047381484,0.018271198,0.971908034,0.028903935,0,0.004112496,0.028494094,0.004112496,0.004112496,0.028494094,0.05094415,0.047381484,0.011494829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9975E+18
34:30.4,1,Compas Dataset,No Bias Mitigation,DecisionTreeRegressor,,['race'],{},0.614742698,0.649779736,0.714285714,0.680507497,0.631432545,0.625792812,0.642276423,0.617336152,0.609756098,-0.003496285,0.029287664,-0.016483611,0.007580055,0.003496285,0.029287664,0.016483611,0.974335644,0.026340365,0.219749652,0.003710144,0.025999431,0.003710144,0.003710144,0.025999431,0.045049066,0.029287664,0.003496285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9975E+18
34:30.0,1,Compas Dataset,FYP VAE,RandomForestClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.650904033,0.677631579,0.748184019,0.711162255,0.634214186,0.651162791,0.601626016,0.642706131,0.666666667,0.081885831,0.06368826,0.049536774,-0.023960536,0.081885831,0.06368826,0.049536774,1.082338152,0.076074332,0.275382476,0.011149777,0.079123657,0.011149777,0.011149777,0.079123657,0.132785857,0.06368826,0.081885831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9975E+18
34:29.4,1,Compas Dataset,FYP VAE,RandomForestClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.664812239,0.691111111,0.753026634,0.720741599,0.625869263,0.602536998,0.670731707,0.649048626,0.695121951,-0.0339223,-0.051476793,-0.068194709,-0.046073325,0.0339223,0.051476793,0.068194709,0.898327888,0.11317929,0.250347705,0.01534932,0.107220146,0.01534932,0.01534932,0.107220146,0.188228956,0.051476793,0.0339223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9975E+18
34:28.8,1,Compas Dataset,FYP VAE,RandomForestClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Pos Y vec loss: {'weight': 1200000}""}",0.653685675,0.688073394,0.726392252,0.706713781,0.606397775,0.610993658,0.597560976,0.649048626,0.662601626,0.044134756,0.038644825,0.013432682,-0.013553,0.044134756,0.038644825,0.013432682,1.022479182,0.021984978,0.283727399,0.003023439,0.022230249,0.003023439,0.003023439,0.022230249,0.033947945,0.038644825,0.044134756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9975E+18
34:28.3,1,Compas Dataset,FYP VAE,RandomForestClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}""}",0.670375522,0.692139738,0.767554479,0.727898967,0.636995828,0.634249471,0.642276423,0.66384778,0.682926829,0.024007061,0.023306031,-0.008026951,-0.019079049,0.024007061,0.023306031,0.008026951,0.987502342,0.012655827,0.257301808,0.001806713,0.012576411,0.001806713,0.001806713,0.012576411,0.022190927,0.023306031,0.024007061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9975E+18
34:27.7,1,Compas Dataset,FYP VAE,RandomForestClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}""}",0.653685675,0.683856502,0.738498789,0.710128056,0.620305981,0.621564482,0.617886179,0.651162791,0.658536585,0.031229697,0.037751303,0.003678303,-0.007373795,0.031229697,0.037751303,0.003678303,1.005953043,0.005917814,0.273991655,0.000827915,0.005935394,0.000827915,0.000827915,0.005935394,0.009672829,0.037751303,0.031229697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9975E+18
34:27.1,1,Compas Dataset,FYP VAE,RandomForestClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}""}",0.659248957,0.6875,0.745762712,0.715447154,0.623087622,0.613107822,0.642276423,0.651162791,0.674796748,0.001216369,-0.001737404,-0.0291686,-0.023633957,0.001216369,0.001737404,0.0291686,0.954585597,0.047574993,0.26147427,0.006565292,0.046477963,0.006565292,0.006565292,0.046477963,0.078385486,0.001737404,0.001216369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9975E+18
34:26.6,1,Compas Dataset,FYP VAE,RandomForestClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.66759388,0.696832579,0.745762712,0.720467836,0.614742698,0.606765328,0.630081301,0.657505285,0.68699187,0.01138109,-0.001737404,-0.023315973,-0.029486585,0.01138109,0.001737404,0.023315973,0.962995294,0.038426673,0.26286509,0.005247978,0.037706754,0.005247978,0.005247978,0.037706754,0.061123315,0.001737404,0.01138109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9975E+18
34:26.0,1,Compas Dataset,FYP VAE,RandomForestClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.648122392,0.674672489,0.748184019,0.709529277,0.636995828,0.642706131,0.62601626,0.621564482,0.699186992,0.058570995,-0.008066518,0.016689871,-0.07762251,0.058570995,0.008066518,0.016689871,1.026660443,0.025968122,0.273991655,0.00375657,0.026311246,0.00375657,0.00375657,0.026311246,0.045653715,0.008066518,0.058570995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9975E+18
34:25.4,1,Compas Dataset,FYP VAE,RandomForestClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.66759388,0.692477876,0.757869249,0.723699422,0.628650904,0.642706131,0.601626016,0.65961945,0.682926829,0.077080455,0.05887317,0.041080115,-0.023307379,0.077080455,0.05887317,0.041080115,1.068281812,0.063917415,0.255910987,0.009246345,0.066051575,0.009246345,0.009246345,0.066051575,0.108832616,0.05887317,0.077080455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9975E+18
34:24.9,1,Compas Dataset,FYP VAE,RandomForestClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}""}",0.664812239,0.681434599,0.782082324,0.728297632,0.659248957,0.66384778,0.650406504,0.66384778,0.666666667,0.039906699,0.057086126,0.013441276,-0.002818887,0.039906699,0.057086126,0.013441276,1.020665962,0.020247527,0.257301808,0.003025373,0.020455318,0.003025373,0.003025373,0.020455318,0.039206947,0.057086126,0.039906699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9975E+18
34:24.3,1,Compas Dataset,FYP VAE,RandomForestClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.655076495,0.673684211,0.774818402,0.720720721,0.660639777,0.67230444,0.638211382,0.625792812,0.711382114,0.078525066,0.00431869,0.034093058,-0.085589302,0.078525066,0.00431869,0.034093058,1.053419695,0.050710743,0.276773296,0.007673693,0.052041725,0.007673693,0.007673693,0.052041725,0.098975105,0.00431869,0.078525066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9975E+18
34:23.8,1,Compas Dataset,LFR,RandomForestClassifier,,['race'],{'c': 'LFR'},0.653685675,0.692488263,0.714285714,0.703218117,0.592489569,0.585623679,0.605691057,0.661733615,0.638211382,0.001212043,0.039538347,-0.020067378,0.023522233,0.001212043,0.039538347,0.020067378,0.966868624,0.034266678,0.278164117,0.004516782,0.033692652,0.004516782,0.004516782,0.033692652,0.049639828,0.039538347,0.001212043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9975E+18
33:54.7,1,Compas Dataset,Reweighing Bias Mitigation,RandomForestClassifier,,['race'],{},0.660639777,0.695150115,0.728813559,0.711583924,0.602225313,0.575052854,0.654471545,0.651162791,0.678861789,-0.049083824,-0.049689749,-0.079418691,-0.027698998,0.049083824,0.049689749,0.079418691,0.878652187,0.138106767,0.244784423,0.017875623,0.129366151,0.017875623,0.017875623,0.129366151,0.206889799,0.049689749,0.049083824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9975E+18
33:53.7,1,Compas Dataset,FairBalance Bias Mitigation,RandomForestClassifier,,['race'],{},0.663421419,0.700234192,0.723970944,0.711904762,0.593880389,0.577167019,0.62601626,0.644820296,0.699186992,-0.009201986,-0.047282204,-0.048849241,-0.054366696,0.009201986,0.047282204,0.048849241,0.921968095,0.084636231,0.254520167,0.010995027,0.08124466,0.010995027,0.010995027,0.08124466,0.122764937,0.047282204,0.009201986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9975E+18
33:52.8,1,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,['race'],{},0.64255911,0.683962264,0.702179177,0.692951016,0.589707928,0.558139535,0.650406504,0.638477801,0.650406504,-0.069490119,-0.051824274,-0.092266969,-0.011928703,0.069490119,0.051824274,0.092266969,0.858139535,0.165311653,0,0.020767524,0.152988565,0.020767524,0.020767524,0.152988565,0.234223103,0.051824274,0.069490119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9975E+18
33:51.9,1,Compas Dataset,No Bias Mitigation,RandomForestClassifier,,['race'],{},0.646731572,0.687058824,0.707021792,0.696897375,0.591098748,0.562367865,0.646341463,0.638477801,0.662601626,-0.057036677,-0.054231819,-0.083973599,-0.024123825,0.057036677,0.054231819,0.083973599,0.870078583,0.149321474,0.225312935,0.018900846,0.139171746,0.018900846,0.018900846,0.139171746,0.213046822,0.054231819,0.057036677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9975E+18
33:51.0,1,Compas Dataset,FYP VAE,NaiveBayes,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.660639777,0.642495784,0.92251816,0.757455268,0.824756606,0.816067653,0.841463415,0.651162791,0.678861789,-0.010051801,0.028270042,-0.025395761,-0.027698998,0.010051801,0.028270042,0.025395761,0.96981953,0.031119676,0.090403338,0.005716099,0.030645276,0.005716099,0.005716099,0.030645276,0.14858262,0.028270042,0.010051801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9975E+18
33:50.5,1,Compas Dataset,FYP VAE,NaiveBayes,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.664812239,0.646757679,0.917675545,0.758758759,0.815020862,0.799154334,0.845528455,0.651162791,0.691056911,-0.027716546,-7.45E-05,-0.046374121,-0.03989412,0.027716546,7.45E-05,0.046374121,0.945153684,0.058028993,0.068150209,0.010437925,0.056407737,0.010437925,0.010437925,0.056407737,0.262526879,7.45E-05,0.027716546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9975E+18
33:50.0,1,Compas Dataset,FYP VAE,NaiveBayes,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Pos Y vec loss: {'weight': 1200000}""}",0.662030598,0.64604811,0.910411622,0.755778894,0.80945758,0.801268499,0.825203252,0.649048626,0.68699187,-0.004565661,0.018912882,-0.023934753,-0.037943244,0.004565661,0.018912882,0.023934753,0.970995324,0.029871077,0.091794159,0.005387254,0.029433627,0.005387254,0.005387254,0.029433627,0.128330814,0.018912882,0.004565661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9975E+18
