data,ML method,sensitive attrs,bias mitigation,other,accuracy,precision,recall,f1score,mean_pred,race|unprivileged mean_pred,race|privileged mean_pred,race|unprivileged acc,race|privileged acc,race|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,race|[ERD] Error Rate Difference,race|[A_AOD] Absolute Average Odds Difference,race|[A_EOD] Absolute Equal Opportunity Difference,race|[A_SPD] Absolute Statistical Parity Difference,race|[DI] Disparate Impact,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,race|[FR] Flip Rate,race|[SF] Statistical Parity Subgroup Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[DF] Differential Fairness,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,id,TP,FP,FN,TN,MCC
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}""}",0.017159580006352527,0.03620036275422256,0.08026895593307269,0.03610531191582903,0.08278820608131666,0.07719073055811751,0.09451448327250854,0.021668893084186788,0.03476714020713832,0.025537598780245835,0.05121011688088795,0.02516937247334481,0.04352761574468575,0.024045323782650924,0.03430180565934339,0.02516937247334481,0.03525026661621583,0.04134264178831434,0.015644905895599,0.005776169870854891,0.005776169870854891,0.07819237548261292,0.03430180565934339,0.024045323782650924,2.442539236893331e+18,0.0498696040542117,0.04051455700515358,0.042831879668691154,0.04232954434109237,0.02980886625940023
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.014829846302434401,0.03530368529957939,0.06717400386926078,0.02814989660998868,0.07236123676455711,0.07094379811700575,0.07580797297208887,0.022543572631549307,0.031022072533879327,0.022765290922630587,0.04698270477011899,0.018706061759712393,0.044418293899497904,0.022765290922630587,0.028266749267416912,0.018706061759712393,0.02545225544507103,0.030978272067976487,0.00873143907936501,0.004458600004562384,0.004458600004562384,0.057540095011555506,0.028266749267416912,0.022765290922630587,2.442539236893331e+18,0.042326531097010026,0.038119454318529304,0.03617676265333481,0.03884733540737054,0.027276796198846594
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.015616006576073907,0.037832318276136555,0.07375894148011912,0.030104138092338778,0.0782473525501349,0.07530646853353669,0.08558494182804167,0.022753441348246424,0.02826275672557026,0.0288144081694625,0.04774295200223388,0.02541073468497298,0.04056717628857122,0.021482693642169794,0.030530643335766314,0.02541073468497298,0.03620095648202795,0.042062382423763034,0.014844173253150813,0.005877313675059983,0.005877313675059983,0.07486126807125121,0.030530643335766314,0.021482693642169794,2.442539236893331e+18,0.04463800536179753,0.04149370350857941,0.0401015003046447,0.04062668195024137,0.028217802709833435
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}""}",0.01628370720254732,0.03596422259112319,0.06858006912662355,0.02836500036583865,0.07396933792657694,0.0705304877333776,0.08303808089486628,0.022496817393464114,0.030914555719189687,0.026255523449500707,0.04677443631068839,0.026371919214064315,0.041940227150549486,0.01611909908459611,0.02649590771972717,0.023040722206677633,0.04151312521409639,0.038449084505331035,0.01639040130321883,0.005296351822403603,0.005296351822403603,0.06630587632371554,0.02649590771972717,0.01611909908459611,2.442539236893331e+18,0.04317382185993183,0.038813531664954645,0.037044215503995295,0.04000384677355419,0.03142478323597879
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.015015384692801965,0.03551761561085733,0.06850514705621637,0.028126548875310835,0.07292854323442749,0.07127329059988942,0.077022238668833,0.02205287240033836,0.034211762580267195,0.02297771533162674,0.04865955700471516,0.019776319475742876,0.046861837574447805,0.016225230469217547,0.0272282555653464,0.01710026901478419,0.029880814022768366,0.028859820282276228,0.015040845248942473,0.003919630801257628,0.003919630801257628,0.04934473168578167,0.0272282555653464,0.016225230469217547,2.442539236893331e+18,0.0420721490777801,0.038841315910098706,0.037078055729091265,0.038690659709015196,0.028165927579618912
Compas Dataset,nn keras,['race'],FairBalance Bias Mitigation,{},0.020487807226999617,0.03417588859682611,0.03533250178571396,0.023647764401684774,0.03201643869224151,0.04151634901696169,0.041991967787313705,0.01862625551686296,0.030516907253227473,0.06051049105575233,0.04480523510782519,0.057187080132394125,0.024058100104165817,0.046943761186777885,0.027619614060181596,0.049819480428823566,0.08384259927676205,0.09467842100112124,0.02839144139397366,0.011418111987142114,0.011418111987142114,0.13468808110051678,0.027619614060181596,0.046943761186777885,2.442539236893331e+18,0.023532656059451713,0.025328532637065214,0.02191357997022058,0.019383133311193686,0.041188725131480135
Compas Dataset,nn keras,['race'],FairMask Bias Mitigation,{},0.015050734909995228,0.034564634731300836,0.06764883197570691,0.029323671768873773,0.07104159798786133,0.06965607359436816,0.07257785754599275,0.019814163429204047,0.02443693511432843,0.021997700838084878,0.042452220560077074,0.019930375926236626,0.032637899549438576,0.021997700838084878,0.042452220560077074,0.019930375926236626,0.033752143081978846,0.061503219820258706,0.0,0.005104795183755893,0.005104795183755893,0.0875844510313692,0.042452220560077074,0.021997700838084878,2.442539236893331e+18,0.04237371283611063,0.03634486217995919,0.03625658612542312,0.03806364946079002,0.029630411827044397
Compas Dataset,nn keras,['race'],LFR,{'c': 'LFR'},0.025630540206777342,0.033548047590985466,0.043334896801717676,0.025708212143121825,0.03619908409676934,0.04295715577676815,0.03648948611359807,0.03145992117925946,0.030128557586399752,0.03874285130866205,0.055848860150806506,0.03862645872934311,0.03670742955403369,0.03633402436419803,0.03306726215360132,0.03786715128236276,0.06045239639178966,0.07278343400475845,0.056707962275379616,0.00871031392854595,0.00871031392854595,0.09319179307915065,0.03306726215360132,0.03633402436419803,2.442539236893331e+18,0.025369831990155307,0.02681645794290582,0.02778965219696772,0.020945439602970815,0.04991462164534551
Compas Dataset,nn keras,['race'],No Bias Mitigation,{},0.017230354226786464,0.026274241775286845,0.04523640213525757,0.023728774485650597,0.048544694081731676,0.05215013361721099,0.04702418844711046,0.020876896962792667,0.028678205848143214,0.0408727252515829,0.051479122137911934,0.03167878094139395,0.034958722504245164,0.0408727252515829,0.051479122137911934,0.03167878094139395,0.04410115521136484,0.08086619915924009,0.007190054923971086,0.007690167631983127,0.007690167631983127,0.09585639646794948,0.051479122137911934,0.0408727252515829,2.442539236893331e+18,0.03463192057376036,0.02373256446100224,0.0243075711296524,0.030107118919738017,0.032872846087597926
Compas Dataset,nn keras,['race'],Reweighing Bias Mitigation,{},0.017640908622706616,0.025787413644743712,0.03376344305148757,0.0181721699378828,0.027979659835850944,0.027212351537275282,0.04937687611415212,0.027250738816444842,0.030269593563362257,0.05119370143028607,0.05042626985264021,0.04845127554359513,0.04647853799506891,0.04233117170107288,0.03649029659930755,0.04705245918537749,0.06799297657692097,0.08174308399389178,0.022910182382623948,0.010584261521115081,0.010584261521115081,0.13620770515993416,0.03649029659930755,0.04233117170107288,2.442539236893331e+18,0.01983624623830303,0.02107771634264762,0.022249308113163332,0.01917585076819089,0.039264383783635545
