data,ML method,sensitive attrs,bias mitigation,other,accuracy,precision,recall,f1score,mean_pred,race|unprivileged mean_pred,race|privileged mean_pred,race|unprivileged acc,race|privileged acc,race|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,race|[ERD] Error Rate Difference,race|[A_AOD] Absolute Average Odds Difference,race|[A_EOD] Absolute Equal Opportunity Difference,race|[A_SPD] Absolute Statistical Parity Difference,race|[DI] Disparate Impact,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,race|[FR] Flip Rate,race|[SF] Statistical Parity Subgroup Fairness for One Attribute,race|[DF] Differential Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,[DF] Differential Fairness,[DF] Differential Fairness if 0 was the positive label,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,id,TP,FP,FN,TN,MCC
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}""}",0.67190542415,0.6859060432499999,0.7433936983,0.7111703316,0.594297635575,0.5744220144,0.6330689173249999,0.6661985675000001,0.6828269078,-0.0316516663,-0.0302248008,-0.05864690285,-0.01662834015,0.03462052605,0.0418989545,0.05869945125,0.90870238005,0.103428047775,0.12044506252500001,0.013135807599999999,0.097125536025,0.013135807599999999,0.013135807599999999,0.097125536025,0.15383767865,0.0418989545,0.03462052605,4.18151069e+18,0.40646731569123745,0.18783031988376256,0.1402642559192277,0.26543810850577226,0.3361112165642706
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.6707232267500001,0.68366853185,0.7449866021,0.711129962325,0.5972183588,0.5784215821250001,0.63376948715,0.6643138368,0.6829828058749999,-0.028376021350000002,-0.028874869199999997,-0.055347904999999996,-0.018668969175,0.03320842115,0.0427098684,0.05626005085,0.91311612545,0.09985807222500001,0.1244784423,0.01260723735,0.09387916602499999,0.01260723735,0.01260723735,0.09387916602499999,0.145478383125,0.0427098684,0.03320842115,4.18151069e+18,0.40733657858564715,0.18988178021435284,0.13939499304331826,0.2633866481566817,0.3329375537888457
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.6705493740749999,0.6841574522,0.7439685297,0.71066743035,0.59607093185,0.581964917325,0.623504176375,0.6659648114500001,0.679391797125,-0.0149692458,-0.0123728448,-0.041539258950000005,-0.013426985524999999,0.028702427000000003,0.03916093095,0.0445470355,0.935469766525,0.07800616205,0.138247566025,0.009988664575,0.073913828775,0.009988664575,0.009988664575,0.073913828775,0.11596566565,0.03916093095,0.028702427000000003,4.18151069e+18,0.40667593878667463,0.18939499306332536,0.14005563283310757,0.26387343531689245,0.333248847110936
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}""}",0.670166898525,0.6830114337500001,0.7457066968,0.710977786525,0.5984700974,0.5840765302,0.626404011075,0.6647993247249999,0.680486543075,-0.015773306974999998,-0.014907208075000001,-0.042327480875000004,-0.015687218325,0.027021438525000004,0.036500545775,0.043394174125000004,0.934439316675,0.075412092,0.13588317105,0.00972626565,0.071511565575,0.00972626565,0.00972626565,0.071511565575,0.11428787705000001,0.036500545775,0.027021438525000004,4.18151069e+18,0.40768428377193155,0.19078581362806846,0.1390472879153911,0.26248261468460893,0.3319974914670686
Compas Dataset,nn keras,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.67002781635,0.6835375671249999,0.7437731923500001,0.710285769375,0.596522948575,0.5828128568750001,0.6230769138750001,0.664760427625,0.680099828975,-0.0134409479,-0.012903813024999999,-0.040264056925,-0.015339401275000001,0.024764996,0.037897452575000004,0.042742634125,0.9366698876999999,0.074582219325,0.137343532675,0.00958592625,0.07093924139999999,0.00958592625,0.00958592625,0.07093924139999999,0.11156358822499998,0.037897452575000004,0.024764996,4.18151069e+18,0.40664116834670966,0.18988178022829033,0.14009040337623735,0.26338664804876266,0.33195022754972253
Compas Dataset,nn keras,['race'],FairBalance Bias Mitigation,{},0.621557719025,0.645697404475,0.6824530391,0.662952274325,0.577955493825,0.55457969755,0.6231369676,0.625628023375,0.6138463723,-0.053967902400000003,-0.023710786225,-0.06855727002499999,0.01178165115,0.061880817600000006,0.054357594375,0.072514352675,0.8931835531499999,0.135250577325,0.320445062625,0.016263509274999997,0.123658022525,0.016263509274999997,0.016263509274999997,0.123658022525,0.1788340368,0.054357594375,0.061880817600000006,4.18151069e+18,0.3731223922505934,0.20483310157440657,0.1736091794627594,0.24843532671224064,0.23252509132748242
Compas Dataset,nn keras,['race'],FairMask Bias Mitigation,{},0.674791377,0.6905814354500001,0.7395711063,0.7122676136,0.587030598075,0.52488219385,0.70851933425,0.668806882825,0.68628793825,-0.159114311875,-0.141065025275,-0.183637140375,-0.01748105535,0.159114311875,0.141065025275,0.183637140375,0.739375010525,0.357269110075,0.0,0.04106866865,0.3037007842,0.04106866865,0.04106866865,0.3037007842,0.49661765805,0.141065025275,0.159114311875,4.18151069e+18,0.404276773383138,0.18275382469186202,0.14245479838309155,0.2705146035419085,0.3419632425634823
Compas Dataset,nn keras,['race'],LFR,{'c': 'LFR'},0.6530598053000001,0.6695652823,0.7234405208,0.694408834975,0.5910987483750001,0.570271994475,0.631648286925,0.650999524,0.657233373675,-0.039863211625,-0.026710779849999998,-0.0613762924,-0.006233849625,0.044284684375,0.045420149199999996,0.0621179045,0.9042008134999999,0.11260953120000002,0.20149513217499998,0.013912655025000002,0.1043731394,0.013912655025000002,0.013912655025000002,0.1043731394,0.1575391412,0.045420149199999996,0.044284684375,4.18151069e+18,0.3954450626366335,0.19565368573836653,0.15128650910610295,0.25761474251889704,0.296566141036884
Compas Dataset,nn keras,['race'],No Bias Mitigation,{},0.6768428371999999,0.6878820043,0.751141932275,0.7166194797000001,0.5980528511500001,0.5349232969,0.7212526108249999,0.671287367475,0.6874393224750001,-0.16259272595000002,-0.1408084971,-0.18632931390000002,-0.016151955075,0.16259272595000002,0.1408084971,0.18632931390000002,0.74118302365,0.354667781425,0.018324061225,0.041693909225000006,0.301509686125,0.041693909225000006,0.041693909225000006,0.301509686125,0.526003054925,0.1408084971,0.16259272595000002,4.18151069e+18,0.41081362999800247,0.18723922115199748,0.13591794162407794,0.2660292072259221,0.3446786499842291
Compas Dataset,nn keras,['race'],Reweighing Bias Mitigation,{},0.628372739975,0.6446383174,0.714591062275,0.6770523809,0.6063282337,0.5830387401499999,0.6517893805,0.62786912585,0.6293716426,-0.05236138415,-0.0306363255,-0.0687506403,-0.0015025166500000002,0.0577658931,0.04858048825,0.0699563591,0.8975247128999999,0.12133078205,0.30559805295000003,0.015645764375,0.112432787975,0.015645764375,0.015645764375,0.112432787975,0.18998947022499998,0.04858048825,0.0577658931,4.18151069e+18,0.3907162726456205,0.21561196105437955,0.1560152990065942,0.23765646729340578,0.2438836908224403
